SUBJECT,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,FZ,PZ,T5',T6',O1',O2',"P3""","P4""","PZ""",OZ,I,"CB1""","CB2""",CB1,CB2
PLA,9,19.2121,18.3045,29.2498,-62.1189,-69.5441,-105.2376,-20.7142,-76.5687,-35.7882,26.8216,116.8807,16.1597,14.6706,98.8933,92.4561,51.3831,-20.5438,-63.5718,58.6444,65.2823,-20.5836,82.0864,4.6886,-105.279,-67.2973,-22.906,38.0491,-20.7209,-24.7704,47.5825,51.163
PLA,10,18.0006,17.437,29.4219,-61.9436,-69.8065,-105.6717,-21.7542,-76.8295,-36.0469,26.5595,115.7708,15.814,13.641,99.4948,91.9298,51.3831,-19.3976,-64.2647,57.693,66.6713,-20.5836,82.2596,4.6886,-105.4558,-67.906,-23.1693,38.395,-20.8079,-24.7704,47.4954,51.4249
PLA,11,16.7024,16.2225,28.9917,-62.3817,-70.0689,-106.1927,-22.2742,-76.9164,-36.3919,26.3848,114.4048,15.2955,12.2684,100.4399,91.4035,51.7351,-19.574,-64.7843,56.655,68.4075,-20.7573,82.5194,4.4282,-105.4558,-68.3407,-23.257,38.7409,-20.895,-24.5978,47.1468,51.6868
PLA,12,16.0966,15.5285,28.5616,-62.7322,-69.8065,-106.1927,-22.1009,-76.5687,-36.1332,26.909,113.2095,15.0363,11.1531,102.0724,91.2281,52.6149,-20.103,-64.7843,55.7036,70.8382,-20.6705,83.2987,4.515,-105.0138,-68.2537,-22.8182,39.9516,-20.5468,-23.9073,47.3211,52.4726
PLA,13,16.2697,15.355,28.3035,-62.9074,-69.3691,-105.9322,-21.4942,-75.7865,-35.1845,28.0447,112.5265,15.0363,10.2951,104.1344,91.4912,53.9347,-20.3675,-64.3513,55.0981,73.3558,-20.1494,84.3378,4.9491,-104.1298,-67.906,-21.7651,41.7676,-19.5891,-22.7853,48.1054,53.5203
PLA,14,16.5294,15.008,27.7013,-63.2579,-69.1067,-105.5849,-20.8875,-75.0043,-34.0635,29.4426,112.0996,15.1227,9.6088,105.8528,91.7544,55.1665,-20.9847,-63.8316,54.6656,75.5261,-19.3677,85.3768,5.5569,-103.2459,-67.5582,-20.5364,43.7565,-18.4573,-21.4044,49.2383,54.568
PLA,15,15.9236,13.7067,26.4969,-64.2216,-69.3691,-105.5849,-20.5408,-74.4829,-32.6837,30.8405,111.6727,14.6906,9.0082,106.4543,91.8421,56.2223,-22.3954,-63.3986,54.3196,76.6546,-18.3255,86.2427,6.4252,-102.7155,-67.2973,-19.22,45.6589,-17.3254,-19.9372,50.6327,55.5284
PLA,16,14.8851,11.4512,24.8624,-65.3606,-70.3314,-105.8454,-20.7142,-74.4829,-31.7351,31.7141,110.8189,13.4808,8.3219,105.9388,91.4912,56.7502,-23.9825,-63.3986,53.7141,76.1338,-17.5439,86.7623,7.1198,-102.6271,-67.4712,-18.5179,47.0425,-16.6289,-18.9878,51.6785,56.2269
PLA,17,13.6735,9.0221,23.3999,-66.1492,-71.2936,-106.2795,-21.4075,-74.7436,-31.3039,32.151,109.8798,11.7525,7.3782,104.3063,90.9649,57.0141,-25.0406,-63.6584,52.8492,73.9635,-17.1965,86.9354,7.5539,-102.9807,-67.819,-18.2546,47.9938,-16.4548,-18.2973,52.2885,56.6634
PLA,18,12.8081,6.8534,22.5396,-66.4996,-71.6435,-106.1927,-21.9275,-74.7436,-30.4415,32.8499,109.1968,9.7649,6.6918,102.4161,90.7018,57.4541,-25.5696,-63.6584,52.0707,71.0987,-16.5016,87.6282,8.3354,-103.1575,-67.7321,-17.6402,49.2909,-15.7583,-17.2616,53.3343,57.4492
PLA,19,12.2888,4.8581,21.8513,-66.5872,-71.1187,-105.9322,-22.2742,-74.396,-28.9755,34.073,108.7699,7.7774,5.9197,100.354,90.614,57.982,-26.3631,-63.5718,50.6868,67.1054,-15.2857,88.6672,9.8982,-102.8923,-67.0365,-16.4116,51.4528,-14.3653,-16.0533,55.0772,58.4096
PLA,0,36.0876,43.8962,-4.1294,-7.7101,-59.9216,-12.5903,-45.3285,15.8178,-71.9214,-29.7047,-41.4931,38.1956,-79.0151,-21.7376,2.7193,-60.6215,-9.787,16.7157,-80.4415,-39.7597,-40.2988,-45.1129,-21.3594,-45.3469,-40.6914,0.7899,-73.7634,-37.8722,-88.6384,-109.893,-41.9955
PLA,1,36.2607,43.8962,-4.3875,-7.6225,-61.2338,-13.1113,-46.2819,14.9487,-74.5947,-31.5394,-42.5176,38.2821,-80.9025,-22.5968,0.9649,-61.4134,-9.787,15.4166,-82.0849,-40.7146,-42.6437,-46.0654,-24.051,-46.5844,-42.1695,-1.6675,-76.7036,-40.9194,-91.2276,-112.5074,-43.0432
PLA,2,35.9146,43.6359,-4.8176,-7.8853,-62.5459,-13.6323,-47.3219,14.1665,-77.1818,-33.4615,-43.3714,37.85,-82.1036,-23.7138,-0.7895,-62.3812,-10.2278,14.3773,-83.2094,-41.6696,-45.2493,-47.2776,-26.8294,-47.8219,-43.7346,-4.1248,-79.4708,-43.9666,-93.9895,-115.0347,-44.4402
PLA,3,34.9626,42.9419,-5.3338,-8.5862,-63.4207,-14.0664,-47.9286,13.732,-78.3891,-34.5099,-44.1397,37.2451,-82.1894,-24.8307,-1.9298,-63.0851,-11.2859,13.771,-83.4688,-42.3641,-46.7257,-47.7972,-28.2187,-48.6175,-44.7779,-5.4413,-80.595,-45.6208,-95.3704,-116.2547,-45.226
PLA,4,34.0972,42.4214,-5.85,-9.3748,-63.8581,-14.4137,-48.1886,13.732,-78.4753,-34.3351,-44.652,36.6402,-81.3315,-25.8618,-2.4561,-63.2611,-11.9913,13.5978,-83.1229,-42.8849,-46.8994,-47.7972,-28.3055,-48.8827,-45.2996,-5.529,-79.9896,-45.8819,-95.1978,-116.2547,-45.1386
PLA,5,34.1837,42.7684,-5.5058,-9.55,-63.3332,-14.1532,-47.9286,14.5142,-77.5267,-32.5878,-43.8836,37.0722,-79.1009,-26.0336,-1.6667,-62.2052,-11.9031,14.3773,-81.6524,-42.7113,-46.1178,-46.2386,-27.1767,-48.2639,-44.691,-3.9493,-77.8277,-44.8372,-93.0401,-115.0347,-43.4798
PLA,6,35.4819,44.2432,-4.1294,-8.6739,-61.1463,-12.5035,-46.4552,16.6869,-74.6809,-28.6563,-41.3223,38.887,-75.2402,-24.4871,0.614,-59.3897,-11.1977,16.4559,-78.7116,-41.0619,-43.7728,-42.4286,-24.4851,-45.9656,-42.5173,-0.1755,-73.8499,-41.6159,-88.2069,-111.8974,-39.4636
PLA,7,37.4723,46.3252,-2.1507,-7.0092,-58.1721,-10.1591,-44.1151,19.8157,-70.6278,-23.2396,-37.9072,41.7387,-70.779,-21.4799,3.7719,-55.3424,-10.5805,19.4007,-75.3382,-38.2839,-40.1251,-36.9735,-20.4911,-42.6066,-39.2133,4.9147,-68.7478,-37.0016,-81.7338,-107.4528,-34.0504
PLA,8,39.3762,48.494,-0.3441,-4.994,-55.8102,-7.9883,-41.9483,22.51,-66.8334,-18.8712,-35.1752,44.6768,-68.1194,-18.3868,6.4912,-51.999,-9.5225,21.9124,-73.2623,-35.6796,-36.4773,-32.8173,-16.7575,-39.6896,-36.344,9.1273,-64.9429,-32.3873,-76.9868,-103.5312,-30.1215
PLA,9,40.3282,49.7085,0.1721,-3.9427,-55.3728,-7.2069,-41.255,23.2922,-65.0224,-17.4734,-34.7483,46.3187,-68.4626,-16.7543,7.193,-50.8552,-8.5526,22.9517,-73.8678,-34.2906,-34.4798,-31.9514,-14.8474,-38.7172,-35.3007,10.5315,-64.0782,-30.0366,-76.0374,-101.7883,-29.5104
PLA,10,39.7224,49.535,-1.0323,-4.2055,-56.5975,-7.641,-41.775,22.51,-65.3674,-18.7839,-35.9436,46.8372,-71.208,-16.3247,6.3158,-51.2951,-8.5526,22.5186,-76.5491,-33.9433,-34.5666,-33.4234,-15.021,-39.2476,-35.9962,9.3906,-65.8077,-30.1236,-78.0225,-102.4854,-31.1692
PLA,11,38.2512,48.147,-3.2691,-5.5197,-58.6969,-8.7698,-42.9017,20.8587,-67.0059,-21.5796,-37.8219,46.4915,-74.8112,-16.6684,4.5614,-52.5269,-9.5225,21.3927,-79.836,-34.117,-35.9562,-35.7613,-16.4971,-40.6619,-37.4743,6.9332,-68.8343,-31.9519,-81.2159,-104.4898,-33.5266
PLA,12,37.1261,46.8457,-5.0757,-6.7463,-60.4465,-9.9854,-43.9418,19.2943,-68.8168,-24.2006,-39.2733,45.8866,-77.6424,-17.5276,2.807,-53.6707,-10.1397,20.2668,-82.4309,-34.2038,-37.6064,-37.4931,-18.1468,-42.0762,-38.8655,4.7392,-71.1692,-34.0414,-83.8915,-106.6685,-35.1854
PLA,13,36.5204,45.8047,-6.1081,-7.6225,-61.5837,-11.1142,-44.8951,17.9906,-70.6278,-26.2974,-40.0417,45.2817,-79.1867,-18.7305,1.3158,-54.4626,-10.1397,19.314,-83.9878,-34.6378,-39.3434,-38.7053,-19.9701,-43.3138,-39.9958,2.8084,-72.8987,-36.3051,-85.8765,-108.9343,-36.2332
PLA,14,36.1742,45.0239,-6.7103,-8.3234,-62.0211,-11.8957,-45.5885,16.9477,-72.3525,-27.9574,-40.2978,45.0225,-79.4441,-19.8474,0.3509,-55.1665,-10.4042,18.6212,-84.5068,-35.0719,-40.9936,-39.831,-21.7935,-44.2861,-40.9522,1.2287,-74.0228,-38.3075,-87.4301,-110.8516,-37.1935
PLA,15,35.9146,44.3299,-7.0544,-8.9367,-62.1085,-12.5035,-45.8485,16.4262,-73.3874,-28.9184,-40.2978,45.1953,-78.9293,-20.6207,0.0877,-55.6944,-11.1095,18.1881,-84.1608,-35.4191,-42.1226,-40.6969,-22.9222,-45.0817,-41.387,0.351,-74.6282,-39.7005,-88.3795,-112.0717,-37.9793
PLA,16,35.1357,43.4624,-7.4845,-9.7252,-62.2835,-13.1981,-46.1085,15.9047,-73.3874,-29.1805,-40.8101,44.936,-78.7577,-21.394,0.2632,-56.3103,-11.9031,17.8417,-83.5553,-35.8532,-42.1226,-41.3896,-23.0959,-45.612,-41.5609,0.4388,-73.8499,-39.8746,-88.5521,-112.246,-38.5905
PLA,17,34.3568,42.6817,-8.0007,-10.5138,-62.7209,-14.0664,-46.4552,15.2964,-73.5599,-29.1805,-41.6638,44.2447,-79.1009,-22.425,0.0877,-56.8382,-12.2558,17.2354,-83.2094,-36.5477,-41.9489,-41.9957,-23.2695,-46.496,-41.9956,0.5266,-73.331,-40.0488,-88.6384,-112.4202,-39.2016
PLA,18,33.751,42.3347,-8.3448,-10.9518,-62.8958,-14.5874,-46.7152,14.9487,-73.8186,-28.9184,-42.0053,43.8126,-79.0151,-22.8546,0.1754,-56.8382,-12.5203,16.889,-82.5174,-36.7213,-42.1226,-41.7359,-23.6169,-47.1148,-42.3434,0.4388,-73.8499,-40.397,-88.2069,-112.7688,-38.9397
PLA,19,34.1837,43.2022,-7.8286,-10.4262,-62.1085,-13.8927,-46.0218,15.644,-73.3011,-27.2584,-40.9808,44.3311,-77.385,-21.9954,1.4912,-55.5184,-12.5203,17.4086,-80.7875,-35.5928,-41.6884,-39.7444,-23.1827,-46.6728,-41.6478,1.5797,-73.331,-39.7876,-85.8765,-111.9845,-37.0189
PLA,0,-15.4043,17.2635,-20.3889,35.1335,-37.3526,13.8927,6.5003,-51.4514,-3.7082,-42.7223,33.0408,24.8877,-38.2636,-18.2149,-29.4737,-36.3377,45.9371,-49.1079,14.4449,-14.1503,4.2557,-44.247,-3.0389,-61.5232,10.6076,12.2867,-28.018,-30.5589,-61.3651,-38.7806,-76.919
PLA,1,-15.5774,16.049,-20.905,34.8707,-38.3148,13.3718,5.6336,-52.4944,-4.5705,-43.8581,32.87,24.2827,-39.5504,-18.3009,-30.4386,-37.3056,45.5844,-50.3205,13.4934,-14.0635,3.474,-45.1129,-3.6467,-62.584,9.6512,11.4969,-28.7963,-31.4296,-62.1418,-39.9135,-77.8794
PLA,2,-15.4909,15.008,-21.3352,34.7831,-39.5395,12.764,4.3335,-53.8849,-5.7779,-45.1686,32.9554,23.6778,-40.58,-18.3868,-31.5789,-38.5373,45.7607,-51.6196,12.369,-14.2371,2.345,-46.4117,-4.6018,-63.9099,8.347,10.0927,-30.0069,-32.7355,-63.5228,-41.4822,-79.3637
PLA,3,-15.4909,13.62,-21.8513,34.6078,-40.7642,12.243,2.9468,-55.1886,-7.1576,-46.3918,32.9554,23.1593,-41.2663,-18.6445,-32.7193,-39.7691,45.5844,-52.9188,11.2445,-14.5843,0.9554,-47.7106,-5.8174,-65.4126,6.8688,8.513,-31.3905,-34.3897,-65.0763,-43.2252,-80.9352
PLA,4,-15.6639,12.0584,-22.3675,34.4326,-41.464,12.1562,1.8201,-55.9708,-8.2787,-47.2654,32.9554,22.9865,-41.4379,-18.6445,-33.3333,-40.561,44.879,-53.7849,10.5525,-14.758,-0.0869,-48.5765,-6.7725,-66.4734,5.7385,7.372,-32.4282,-35.6956,-66.112,-44.4452,-81.983
PLA,5,-15.7505,10.6704,-22.6256,34.5202,-41.639,12.3298,0.9534,-56.3184,-8.7961,-47.6149,33.0408,23.2458,-41.0947,-18.3868,-33.4211,-40.649,44.35,-54.2179,10.639,-14.758,-0.6948,-48.9228,-7.1198,-66.9154,5.1299,7.021,-32.7741,-36.3051,-66.5435,-44.881,-82.3322
PLA,6,-15.837,9.7161,-22.4535,34.7831,-41.5515,12.5035,0.3467,-56.4054,-9.3136,-47.6149,33.1262,23.7643,-40.58,-18.0431,-33.4211,-40.561,44.6145,-54.3045,10.985,-15.192,-1.0422,-49.096,-7.4671,-66.9154,4.6952,6.9332,-33.0336,-36.6533,-66.5435,-44.9681,-82.4195
PLA,7,-16.6159,8.5884,-22.7977,34.6078,-41.5515,12.4166,-0.52,-56.9268,-10.0897,-47.9644,32.6139,24.0235,-40.6657,-18.3868,-33.7719,-40.9129,44.6145,-54.8242,10.985,-16.2338,-1.8239,-49.529,-8.2485,-67.1805,3.9126,6.4944,-33.7254,-37.3498,-66.8888,-45.4038,-82.6814
PLA,8,-18.1736,7.4606,-23.744,33.9069,-41.9014,11.9825,-1.1267,-57.5352,-11.1245,-48.6633,31.6747,24.1099,-41.5237,-19.246,-34.386,-41.4408,43.7328,-55.5171,10.466,-17.6228,-2.6924,-50.1351,-9.3773,-67.7109,3.0432,5.8801,-34.6766,-38.3075,-67.4929,-46.2753,-83.0307
PLA,9,-19.2987,7.2004,-24.6043,33.4688,-42.2513,11.5483,-1.7334,-57.9698,-12.0731,-49.3622,30.6502,24.3692,-42.8106,-20.1052,-35.0877,-41.7928,42.7629,-56.1233,9.8606,-19.0985,-3.5609,-50.7412,-10.4192,-68.2413,2.3476,5.178,-35.6278,-39.3523,-68.0971,-47.4082,-83.2926
PLA,10,-19.2987,8.2414,-24.8624,33.7317,-42.4263,11.4615,-2.1668,-58.2305,-12.8493,-49.7117,30.2233,25.0605,-43.8401,-20.5348,-35.9649,-41.9687,42.6748,-56.4698,9.1686,-20.3139,-4.3425,-51.2607,-11.4611,-68.4181,1.8259,4.6514,-36.3196,-40.2229,-68.7012,-48.454,-83.5545
PLA,11,-19.1256,9.4559,-25.1204,33.7317,-42.6012,11.2879,-2.8601,-58.4043,-13.7979,-50.3233,29.9672,25.579,-44.7838,-20.9644,-37.2807,-42.1447,42.5866,-56.8162,8.2171,-21.4425,-5.211,-51.9534,-12.503,-68.5949,1.2173,3.9493,-37.3573,-41.3547,-69.5643,-49.7612,-84.0784
PLA,12,-19.2987,10.2367,-25.5506,33.206,-42.6887,11.201,-3.5535,-58.4043,-14.574,-50.7601,29.9672,25.8382,-45.5559,-21.394,-38.6842,-42.4087,41.9694,-57.2493,7.1792,-22.571,-5.9927,-52.2998,-13.3713,-68.6833,0.8695,3.335,-38.3085,-42.3994,-70.2548,-50.807,-84.4276
PLA,13,-18.9525,11.0174,-25.8087,32.6803,-42.2513,11.2879,-3.9002,-58.1436,-14.6602,-50.6727,30.6502,26.1839,-45.7275,-21.6517,-39.6491,-42.5846,41.793,-57.5091,6.8332,-24.0468,-6.3401,-52.04,-13.7186,-68.5949,1.0434,3.335,-38.4815,-42.7477,-70.5137,-51.1556,-84.1657
PLA,14,-18.1736,11.8849,-25.3785,32.5927,-41.464,11.6352,-4.0735,-57.5352,-14.229,-50.0612,31.8455,27.048,-45.2986,-21.9954,-39.9123,-42.4087,42.4984,-57.3359,7.0062,-26.3907,-6.0796,-51.2607,-13.3713,-68.0645,1.652,3.9493,-37.9626,-42.2253,-70.1685,-50.4584,-83.3799
PLA,15,-17.3948,12.4922,-24.8624,32.5927,-40.5892,11.8957,-4.0735,-57.0137,-13.4529,-49.1001,33.0408,27.7394,-44.6122,-22.9405,-39.6491,-42.3207,43.3801,-57.076,7.4387,-29.2555,-5.5585,-50.568,-12.7635,-67.5341,2.3476,4.8269,-37.1844,-41.3547,-69.478,-49.4126,-82.5941
PLA,16,-17.3948,12.2319,-24.8624,32.1546,-39.9769,11.722,-4.0735,-56.8399,-12.763,-48.3138,33.553,27.653,-44.1833,-24.4871,-39.2105,-42.5846,43.0274,-56.9894,7.6982,-32.1203,-4.8636,-50.1351,-12.0689,-67.1805,2.8693,5.6168,-36.4926,-40.4841,-68.9602,-48.6283,-82.0703
PLA,17,-17.6544,11.5379,-25.2065,31.6289,-39.802,11.0274,-4.0735,-56.8399,-12.3318,-47.7896,33.3823,26.8752,-43.9259,-26.2914,-38.8596,-43.1125,42.2339,-57.1627,7.6117,-34.3774,-4.2557,-50.1351,-11.5479,-67.1805,3.1301,6.0556,-36.1467,-40.1358,-68.7875,-48.2797,-81.983
PLA,18,-17.7409,10.9307,-25.0344,31.2785,-39.627,10.3327,-3.9002,-56.753,-11.9007,-47.5275,33.0408,25.7518,-43.6685,-27.9238,-38.5088,-43.5525,42.3221,-57.4225,7.5252,-35.5928,-3.8214,-50.2217,-11.027,-67.0921,3.391,6.4944,-35.8008,-39.8746,-68.7012,-48.0183,-82.0703
PLA,19,-18.2602,10.0632,-24.5182,31.0156,-39.2771,10.1591,-3.3801,-56.2315,-11.1245,-46.916,32.9554,24.542,-42.8106,-28.783,-37.807,-43.5525,42.5866,-57.5091,7.9577,-35.8532,-2.7792,-49.7021,-9.9851,-66.385,3.9996,7.4598,-34.936,-38.9169,-67.8382,-47.0596,-81.6337
PLA,0,60.4922,46.2385,-12.6462,34.7831,-35.6905,37.5972,5.6336,-30.6796,-33.8048,-30.5784,66.4231,71.1199,7.5498,36.0003,-55.4386,-37.1296,-21.8664,-105.2312,-67.2941,-68.0603,-56.7136,-106.8509,-100.7189,-45.4353,-73.5575,-115.7586,-12.2795,-38.3946,-10.357,-31.1117,-95.6031
PLA,1,60.2326,45.8915,-12.6462,34.5202,-35.8655,37.6841,5.4602,-29.8105,-33.4598,-28.0447,66.1669,70.1694,6.3487,34.8833,-54.8246,-36.3377,-21.3374,-105.4045,-67.5535,-69.9701,-56.453,-104.1667,-100.2848,-44.3745,-72.9489,-114.2667,-10.6365,-38.0463,-6.3868,-30.4145,-92.9839
PLA,2,59.3672,44.6769,-12.9043,33.6441,-35.8655,37.4236,5.7202,-29.4629,-32.2525,-27.1711,65.9962,69.046,5.5765,33.079,-54.0351,-36.6897,-21.6901,-105.4911,-67.64,-72.5745,-55.4108,-103.8203,-99.156,-43.9325,-72.4272,-113.5646,-9.6852,-36.9145,-5.2648,-28.933,-92.7219
PLA,3,58.4153,43.2022,-13.4205,32.6803,-35.8655,37.0763,6.1536,-29.4629,-30.959,-27.87,65.8254,68.2682,4.7186,31.1029,-53.2456,-37.7455,-22.3073,-105.4045,-67.8995,-75.092,-54.1949,-104.946,-97.9405,-43.7557,-72.1664,-113.7401,-9.8582,-35.6956,-6.9046,-27.4515,-93.8569
PLA,4,57.7229,42.1611,-14.1948,32.067,-35.953,36.6421,6.6736,-29.4629,-29.3205,-28.9184,65.3985,67.9226,3.2601,29.4704,-52.9825,-38.7133,-22.5718,-105.3179,-68.678,-77.2623,-52.8053,-106.5046,-96.5512,-43.7557,-71.9925,-113.8279,-9.7717,-34.3026,-9.0623,-25.8828,-95.3412
PLA,5,56.9441,41.3804,-15.6573,31.4537,-36.2154,36.3816,7.1936,-29.1152,-27.5095,-29.0058,64.8863,68.0954,1.4585,28.5253,-53.3333,-39.0652,-23.0126,-104.8848,-70.0619,-78.3909,-51.1551,-107.1973,-94.9015,-43.579,-71.5577,-113.2135,-8.734,-32.7355,-10.1844,-24.4884,-95.9524
PLA,6,55.7325,40.3394,-17.4639,30.6652,-36.5653,36.2948,7.8003,-28.5069,-25.7848,-28.2195,64.1179,68.2682,-0.1716,28.5253,-54.2105,-38.8013,-23.8943,-104.2785,-71.7054,-78.5645,-49.6786,-106.8509,-93.3387,-43.0486,-70.8622,-112.0726,-7.4369,-31.2554,-10.098,-23.3555,-95.5158
PLA,7,54.2613,38.8646,-18.9264,30.2271,-36.6528,36.2948,8.407,-27.7247,-24.2325,-27.1711,63.1787,68.1818,-1.2011,29.1267,-55,-38.4494,-24.776,-103.5857,-73.1758,-77.9568,-48.289,-106.0716,-91.9494,-42.3414,-70.0796,-110.9317,-6.1397,-29.7754,-9.4076,-22.2226,-94.8174
PLA,8,52.4439,37.3031,-19.8727,30.0519,-36.6528,36.1211,8.927,-27.2901,-23.1977,-26.6469,61.7273,67.6633,-1.7159,29.8141,-55.3509,-38.4494,-24.9524,-103.066,-73.9543,-76.9151,-47.2468,-105.8985,-90.9075,-41.811,-69.558,-110.4051,-5.3615,-28.7306,-9.235,-21.3511,-94.6427
PLA,9,50.0208,35.1343,-20.733,29.8766,-36.3029,36.0343,9.447,-27.0294,-22.6802,-26.9963,59.6783,66.7127,-2.059,30.931,-55.0877,-38.6253,-25.3932,-102.6329,-74.3002,-75.5261,-46.3783,-106.3314,-90.2129,-41.3691,-69.0363,-110.4051,-5.4479,-27.9471,-9.9254,-20.5668,-95.0793
PLA,10,47.1649,32.6185,-21.7653,29.351,-35.6031,35.8607,9.9671,-26.6817,-22.5078,-27.9574,57.5439,65.5029,-1.8874,32.2198,-54.386,-38.8013,-26.7158,-102.1133,-74.2138,-73.8767,-45.5967,-107.1107,-89.6919,-41.0155,-68.5146,-110.8439,-6.3127,-27.3376,-11.2201,-19.8696,-95.8651
PLA,11,44.9148,30.4497,-22.4535,28.8253,-34.7283,35.6002,10.4871,-26.6817,-22.7665,-29.53,55.9217,64.0339,-1.5443,33.3368,-53.8596,-39.1532,-27.862,-101.6802,-74.0408,-72.7481,-45.2493,-108.4961,-89.6919,-40.9271,-68.2537,-111.9848,-8.0422,-27.3376,-13.4641,-19.8696,-97.3493
PLA,12,43.5302,29.0617,-22.6256,28.4748,-33.941,35.166,10.7471,-26.7686,-23.6288,-31.6268,55.068,62.5648,-1.1153,33.7664,-53.8596,-39.8571,-28.2147,-101.4204,-73.9543,-72.314,-45.7704,-110.6609,-90.2129,-41.1039,-68.3407,-113.6523,-10.55,-28.0341,-16.4848,-20.4797,-99.2701
PLA,13,42.4917,28.2809,-22.7116,28.1243,-33.5911,34.9055,11.0071,-26.7686,-24.4912,-33.3741,54.8972,61.0957,-0.7721,34.2819,-53.9474,-40.561,-28.3029,-101.1606,-73.5218,-72.2272,-46.7257,-112.6524,-90.9075,-41.3691,-68.4276,-115.1443,-12.7983,-28.8177,-19.0741,-21.264,-101.1909
PLA,14,41.6263,27.6737,-23.0557,27.5987,-33.4161,34.9055,11.5271,-26.6817,-25.1811,-34.5972,55.3241,59.8859,-0.2574,35.0552,-53.9474,-41.0009,-28.7437,-100.6409,-72.6568,-72.1404,-47.5942,-114.1244,-91.5153,-41.4575,-68.1668,-116.2852,-14.3549,-29.5142,-20.8002,-21.874,-102.5005
PLA,15,41.2801,27.5002,-23.83,27.073,-33.4161,34.9055,12.3938,-26.7686,-25.871,-35.4709,56.3486,59.0218,0.3432,35.9144,-53.9474,-41.4408,-28.9201,-100.2079,-71.7054,-72.314,-48.5496,-115.2501,-92.2967,-41.4575,-67.906,-117.1628,-15.652,-30.1236,-22.0949,-22.4841,-103.6355
PLA,16,41.6263,27.8472,-24.5182,26.6349,-33.5036,34.9924,13.0872,-26.9425,-26.4746,-36.1698,57.8,58.8489,0.8579,36.344,-54.0351,-41.7928,-28.7437,-99.948,-71.0999,-73.0085,-49.5918,-116.0294,-93.165,-41.3691,-67.6451,-118.0404,-16.9492,-30.646,-23.0443,-23.2684,-104.6832
PLA,17,42.059,28.1074,-24.7763,26.1092,-33.5036,34.9924,13.8672,-27.1163,-26.6471,-36.5193,59.3368,59.1946,1.2011,36.4299,-54.0351,-42.0567,-28.7437,-99.6016,-70.9269,-74.3107,-50.3735,-116.3757,-93.8596,-41.3691,-67.2973,-118.3915,-17.7274,-31.1684,-23.3895,-23.9656,-105.2944
PLA,18,42.2321,27.8472,-24.5182,25.4959,-33.2412,35.0792,14.7339,-26.8556,-26.2159,-35.9077,61.0443,59.7995,1.5443,36.0003,-53.6842,-41.9687,-29.5373,-99.0819,-70.9269,-76.2206,-50.5472,-115.9428,-93.8596,-41.1923,-66.6887,-117.7772,-17.3815,-31.0813,-22.6127,-23.9656,-105.2071
PLA,19,42.2321,27.5002,-23.4859,25.1454,-33.0662,34.9055,15.8606,-26.5948,-24.9224,-34.6846,62.4957,60.4044,1.6301,34.6256,-52.8947,-41.9687,-30.2426,-98.3024,-70.6674,-78.6513,-49.8524,-115.0769,-92.9045,-41.1039,-65.9062,-116.4607,-16.2574,-30.2978,-21.2318,-23.0069,-104.6832
SCE,0,132.5143,90.2946,43.9577,-5.7688,22.393,20.0347,-49.0213,-48.1854,-23.6109,-36.7198,7.6674,78.5562,4.2845,45.1384,29.7473,-47.6048,38.8875,19.115,41.0105,24.9749,-19.4249,-29.8822,31.5687,-53.7929,-31.8632,18.5854,-44.8543,-34.6268,-25.1872,-11.224,0.5226
SCE,1,125.5263,90.9012,43.9577,-5.6814,22.2187,20.9887,-49.974,-47.8382,-24.3003,-36.7198,6.9007,78.2112,4.0274,46.6801,28.4349,-47.6048,38.7112,19.0285,39.4564,24.8881,-20.3788,-29.9686,30.8749,-53.2629,-32.3841,18.1471,-45.7185,-35.9318,-25.5322,-12.3551,0.871
SCE,2,119.8323,91.7678,43.3556,-5.9436,22.0445,22.1162,-50.7535,-47.4909,-24.5588,-36.5454,6.0487,78.125,3.1705,48.2219,27.1226,-47.3408,38.0057,19.2015,37.4706,25.235,-21.0725,-29.6231,30.528,-52.6446,-32.5577,17.9717,-46.1507,-36.9758,-25.3597,-13.3992,1.5678
SCE,3,116.5539,92.2877,42.1513,-6.2059,21.7831,23.5039,-51.1866,-46.97,-24.3865,-36.3709,5.4524,78.2112,1.8852,49.421,25.8977,-46.9888,36.7712,19.634,35.6576,26.0155,-21.5928,-29.0186,30.528,-51.7613,-32.2973,18.0594,-46.2371,-37.4108,-25.1009,-14.0953,2.3518
SCE,4,115.2598,92.3744,40.4308,-6.7303,21.1731,24.6314,-51.7062,-46.3622,-24.3003,-36.2837,4.7708,78.0388,-0.4284,49.8493,24.5853,-46.6369,35.6248,19.8934,34.2761,26.8827,-22.1999,-28.6731,30.3545,-51.2313,-31.95,17.9717,-46.4963,-38.1068,-25.446,-15.0524,2.4389
SCE,5,115.6912,92.0277,38.6243,-7.4295,20.389,25.5854,-52.3125,-45.7545,-24.3865,-36.4582,4.0041,77.7801,-3.1705,49.5923,23.6229,-46.1969,34.8312,20.1529,33.3264,27.5764,-22.8069,-28.8458,30.0076,-50.878,-31.8632,17.7087,-47.1877,-39.2379,-26.3085,-16.4445,2.0033
